recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
11,0,87.23,1,0,1,1,2,0,0
1,4,688.15,0,1,0,1,0,0,0
4,0,94.54,0,1,1,1,2,0,1
12,0,29.99,0,1,1,0,1,0,0
12,2,326.62,1,0,2,0,0,1,0
7,0,47.28,1,0,0,1,1,0,0
4,1,186.4,0,1,1,0,2,0,0
7,1,128.43,0,1,0,0,1,0,0
1,4,730.43,1,1,1,1,1,1,0
6,0,76.44,1,0,0,0,1,0,0
5,0,29.99,0,1,0,1,2,1,0
4,1,167.68,0,1,1,0,1,0,0
10,4,590.48,0,1,2,1,2,1,1
2,2,205.99,1,0,2,0,1,0,0
6,2,338.43,0,1,0,0,2,1,0
1,0,54.68,1,0,2,1,1,0,0
5,1,189.14,0,1,1,1,1,0,0
9,0,29.99,1,0,0,1,1,0,0
10,0,29.99,1,0,1,1,1,0,0
4,4,589.12,1,1,1,1,0,1,1
11,2,256.47,1,1,1,1,2,0,1
12,2,226.63,1,1,1,1,1,0,0
6,0,37.0,1,0,1,1,1,0,0
4,0,63.9,1,0,0,0,1,1,0
10,0,29.99,0,1,2,1,1,0,0
1,0,35.02,1,0,0,1,2,0,0
10,2,234.8,0,1,1,1,2,0,0
12,3,441.56,1,0,1,0,2,0,0
4,0,29.99,0,1,1,1,2,0,0
4,2,271.46,1,1,1,0,2,0,1
3,0,67.52,1,0,1,0,1,1,1
9,0,77.11,0,1,1,1,1,0,0
10,3,430.84,1,1,1,0,0,0,0
3,0,29.99,1,0,0,1,1,0,0
7,3,459.58,0,1,1,0,2,0,0
9,0,30.1,1,0,1,0,1,1,0
1,3,377.88,0,1,1,0,1,0,0
6,4,527.95,1,0,2,1,0,0,0
10,5,977.8,1,1,1,1,1,0,1
11,0,45.48,1,0,2,0,2,0,0
1,0,29.99,0,1,1,0,1,1,1
5,2,311.18,0,1,1,0,1,0,0
3,6,1136.05,1,1,1,1,2,0,0
4,1,131.88,1,0,0,1,2,1,0
10,1,163.9,1,0,1,0,2,1,0
9,0,45.88,1,0,1,0,2,0,0
1,0,29.99,0,1,1,0,1,0,0
3,1,158.75,0,1,1,0,2,0,1
9,2,269.81,1,1,0,0,0,0,0
2,0,69.39,1,0,0,1,2,0,0
3,0,29.99,1,0,1,1,2,0,0
5,3,367.27,0,1,2,0,1,0,0
2,1,194.55,1,0,1,1,2,0,0
9,0,52.48,1,0,0,0,2,0,0
10,0,47.17,1,0,1,1,1,0,0
9,0,29.99,0,1,1,0,2,0,1
9,2,314.19,0,1,0,0,1,0,0
9,4,578.62,1,0,2,1,1,1,0
5,0,41.4,1,0,1,1,1,0,0
12,0,32.14,1,0,1,0,2,0,0
11,1,137.98,1,0,1,1,2,0,0
2,2,217.81,0,1,0,1,1,0,0
6,0,29.99,1,0,0,0,2,0,0
4,3,482.07,0,1,1,0,0,0,0
3,1,182.95,0,1,1,0,1,0,0
6,1,197.82,0,1,2,0,1,0,0
7,3,477.27,0,1,0,0,2,1,0
7,0,82.01,1,0,0,1,1,0,0
3,2,267.37,1,1,0,1,2,0,0
7,0,29.99,1,0,0,0,2,1,0
1,3,490.33,1,0,1,0,2,0,0
1,2,311.57,0,1,1,0,1,1,1
11,0,98.07,1,0,1,1,1,1,0
4,1,145.94,0,1,1,1,1,0,0
3,1,157.03,0,1,0,0,2,1,0
1,0,87.08,1,0,0,0,1,0,0
9,0,29.99,0,1,1,0,2,0,0
8,6,1014.81,0,1,1,1,1,0,0
11,1,125.02,1,0,1,1,2,1,0
1,1,189.1,1,0,0,0,1,1,0
3,0,36.24,0,1,1,0,1,0,0
3,5,767.15,1,0,2,1,1,0,0
7,4,513.56,0,1,1,1,0,0,0
2,3,482.45,0,1,1,0,2,0,1
5,3,406.31,1,1,1,1,0,0,0
10,0,29.99,0,1,0,0,2,1,0
2,3,362.74,0,1,2,0,0,1,0
11,2,257.03,1,0,1,0,2,0,0
3,2,252.44,1,1,1,1,1,0,1
3,0,49.56,1,0,2,1,1,0,0
2,0,91.99,1,0,1,1,2,1,1
10,1,181.6,0,1,0,0,1,0,0
10,2,219.05,0,1,1,0,0,0,0
12,0,57.94,0,1,1,0,1,1,0
11,0,29.99,0,1,1,0,2,0,0
12,3,442.65,0,1,2,1,0,1,1
6,1,158.8,0,1,1,1,1,0,0
7,2,201.91,1,0,0,0,2,1,0
11,3,438.93,0,1,0,1,2,0,1
6,4,568.77,1,1,1,1,2,0,1
4,3,359.88,0,1,0,1,0,0,0
11,0,63.67,0,1,0,0,2,0,0
5,3,413.79,1,0,0,0,1,0,0
11,1,112.42,1,0,0,1,1,1,0
9,2,273.46,1,1,1,0,1,1,0
1,0,69.86,1,0,2,0,2,1,0
7,0,32.1,1,0,0,0,1,0,0
5,4,663.52,0,1,0,1,2,1,0
6,0,29.99,1,0,0,0,1,0,1
2,0,50.83,0,1,1,1,1,0,0
2,2,263.57,0,1,0,0,1,1,1
1,4,522.65,1,0,1,1,1,0,0
1,4,748.18,1,1,0,1,0,0,0
1,0,29.99,0,1,2,1,2,1,0
11,0,54.09,0,1,0,0,2,0,1
9,1,177.12,1,0,0,0,2,1,0
10,1,175.25,0,1,2,0,2,0,1
1,3,350.08,1,1,1,0,1,0,0
2,1,127.54,0,1,1,1,1,0,0
7,6,1057.69,1,1,0,1,0,1,0
4,1,122.2,0,1,0,0,2,0,1
4,4,555.62,0,1,0,1,0,0,0
8,1,151.64,1,0,2,1,1,0,0
1,4,642.43,1,0,1,1,0,0,0
1,0,29.99,1,0,0,1,1,0,0
6,1,136.96,1,0,1,1,1,0,0
8,2,230.84,0,1,2,0,2,1,0
5,3,435.0,0,1,0,0,0,0,0
10,0,29.99,0,1,2,0,2,0,0
6,0,29.99,1,0,1,0,2,1,0
8,4,521.96,1,0,0,1,2,0,0
9,0,29.99,0,1,2,1,2,1,0
9,0,29.99,1,0,1,0,2,0,0
2,1,154.65,1,0,2,1,1,0,0
5,2,275.71,1,0,0,1,1,0,0
1,6,1777.61,1,1,0,1,1,1,0
7,1,175.96,0,1,1,1,1,1,0
7,0,38.01,1,0,1,1,2,0,0
4,0,29.99,0,1,1,0,1,1,0
3,4,519.83,0,1,0,1,0,0,0
9,2,295.84,1,0,0,1,1,0,0
1,0,90.47,1,0,0,0,2,0,0
2,3,462.43,0,1,1,0,2,1,1
1,2,233.5,1,0,1,1,2,0,0
2,0,96.19,0,1,2,0,1,0,0
1,6,1208.43,1,1,0,1,0,1,0
6,0,29.99,0,1,0,0,2,0,0
10,0,47.32,0,1,1,1,1,0,0
1,6,1265.74,0,1,0,1,2,0,0
10,1,131.83,0,1,2,0,1,1,0
2,2,333.04,1,0,1,0,1,1,0
1,2,283.37,0,1,1,1,0,1,0
2,0,29.99,0,1,0,1,1,1,0
9,0,36.34,0,1,0,1,2,0,0
4,0,29.99,1,0,0,0,1,0,0
1,3,357.99,1,0,0,0,0,0,1
6,2,220.11,1,0,1,1,1,0,0
8,0,29.99,1,0,0,0,1,1,0
10,0,60.88,0,1,2,0,1,0,0
11,1,127.65,0,1,0,0,1,0,0
5,0,29.99,1,0,1,1,2,0,0
1,0,77.73,1,0,0,1,1,0,0
12,0,58.6,0,1,0,1,2,0,0
7,1,143.84,0,1,1,0,1,0,1
9,1,186.47,1,0,2,1,2,0,0
1,5,867.09,1,0,0,1,0,0,1
4,1,141.72,1,0,1,0,1,1,0
6,3,443.01,1,1,1,1,0,0,0
10,0,45.25,0,1,0,1,2,0,0
11,0,39.32,1,0,2,1,1,0,0
10,1,134.39,0,1,1,0,2,0,0
10,0,29.99,1,0,0,1,1,1,0
2,0,57.71,0,1,2,0,2,0,0
6,6,1206.11,1,1,1,1,1,0,0
7,1,198.77,0,1,1,0,1,0,0
8,2,210.06,1,0,1,0,0,1,0
8,1,101.99,0,1,1,0,2,1,0
7,0,93.0,1,0,1,0,2,1,0
9,4,512.88,1,1,0,1,2,1,1
10,1,123.38,1,0,0,0,1,1,0
10,0,31.7,0,1,0,1,2,1,0
1,0,30.11,1,0,0,1,1,0,0
6,0,42.71,0,1,0,1,1,0,0
1,2,250.66,1,1,0,1,1,1,0
8,0,79.35,1,0,0,1,1,0,0
9,0,60.25,0,1,1,1,2,0,0
10,2,231.48,1,0,0,1,0,0,0
7,2,340.46,0,1,0,0,0,0,1
6,0,29.99,1,0,0,0,1,0,0
2,4,719.66,1,1,0,1,1,1,0
2,2,346.26,1,1,2,0,2,1,0
1,2,341.61,1,0,0,0,0,1,0
7,0,29.99,1,0,1,1,1,0,0
1,4,683.2,0,1,1,1,0,1,0
2,6,1106.33,1,0,1,1,1,0,0
2,2,343.7,1,0,1,0,1,0,1
9,0,55.6,1,0,2,1,1,1,0
3,0,69.62,0,1,2,0,1,0,0
1,0,67.76,0,1,0,0,1,1,1
2,3,391.67,0,1,0,0,1,0,0
12,3,351.06,0,1,0,0,2,1,1
9,4,570.66,1,1,1,1,1,0,0
1,1,135.61,1,0,1,1,2,1,0
1,1,111.43,1,0,0,1,2,0,0
1,2,215.49,1,0,1,0,1,0,0
8,0,54.5,0,1,0,0,1,0,0
3,3,489.11,1,0,1,0,2,0,1
12,1,145.86,1,0,0,1,1,0,0
7,2,288.04,1,0,1,0,2,0,0
2,1,120.69,1,0,0,1,1,0,0
12,0,72.57,0,1,2,0,2,0,0
2,0,29.99,1,0,1,0,2,1,1
9,1,133.89,0,1,1,0,2,0,0
9,0,94.15,1,0,0,1,2,0,0
8,0,44.59,1,0,1,1,2,1,0
10,0,91.51,0,1,2,0,1,0,0
1,1,176.78,0,1,2,0,2,0,1
7,0,29.99,1,0,1,0,1,0,0
2,3,496.92,0,1,0,0,0,0,0
12,0,80.32,0,1,1,0,2,0,0
9,2,309.96,1,0,0,0,1,0,0
7,5,808.05,1,0,1,1,2,1,0
1,2,334.71,1,0,1,0,0,0,0
12,0,62.62,1,0,2,1,2,0,0
6,1,115.24,1,0,1,0,2,0,0
4,5,930.33,1,0,1,1,0,0,1
6,0,29.99,1,0,0,0,1,1,0
7,2,342.28,1,0,1,0,2,1,0
7,1,189.49,0,1,1,1,1,0,0
6,0,54.77,0,1,0,0,1,0,1
11,0,29.99,1,0,1,1,2,1,0
6,2,333.94,1,0,1,0,2,0,1
8,0,29.99,1,0,0,1,1,0,0
2,6,1712.75,0,1,0,1,1,0,0
4,3,457.0,0,1,1,0,1,1,0
1,6,1091.61,1,1,2,1,0,0,1
10,0,46.28,0,1,0,1,1,0,0
6,2,319.88,1,0,0,1,2,0,0
8,1,116.13,0,1,0,1,2,1,0
10,3,357.85,0,1,1,0,2,1,0
3,1,123.37,1,0,2,0,1,1,1
10,1,121.83,0,1,0,1,1,0,0
8,4,561.63,0,1,0,1,0,0,0
2,0,29.99,1,0,1,0,2,0,0
2,4,599.25,0,1,0,1,1,0,0
6,1,195.96,1,0,0,0,2,0,0
11,0,29.99,0,1,0,0,1,1,0
1,3,447.14,0,1,0,0,2,0,0
10,2,221.87,0,1,1,0,0,0,0
1,5,917.26,1,1,1,1,1,0,1
10,0,31.41,1,0,1,0,1,1,0
10,3,362.7,1,1,0,0,0,0,0
10,2,260.39,0,1,1,0,1,1,1
2,1,108.32,0,1,1,0,2,1,0
12,1,144.36,1,0,2,0,1,0,1
5,3,364.35,1,0,2,1,0,0,0
6,2,321.3,0,1,1,0,1,0,0
5,1,133.73,1,0,1,0,2,0,0
5,0,32.98,1,0,1,1,1,1,0
4,2,216.27,1,1,1,1,2,0,0
10,1,100.71,1,0,2,0,2,0,1
3,0,29.99,1,0,0,0,1,0,0
9,2,342.34,0,1,2,0,2,1,0
11,1,170.3,0,1,1,0,2,1,1
8,0,29.99,0,1,1,0,1,0,0
5,0,90.6,0,1,1,0,2,1,0
9,1,109.04,1,0,2,1,2,1,1
9,5,990.71,1,0,0,1,2,0,0
5,3,390.23,1,1,1,0,2,0,1
1,0,29.99,1,0,0,1,1,0,1
7,0,39.46,0,1,0,1,1,0,0
1,1,179.37,1,0,2,1,1,0,0
11,0,45.29,0,1,0,0,2,0,0
10,0,30.66,1,0,1,1,2,0,0
3,0,29.99,0,1,0,1,2,0,0
10,1,180.45,0,1,0,0,2,0,0
3,2,205.43,1,1,0,0,2,0,0
9,0,29.99,1,0,0,0,2,0,0
6,3,405.76,0,1,0,0,0,0,1
7,0,29.99,1,0,1,1,2,0,0
7,0,52.12,0,1,0,0,1,0,0
3,1,142.93,1,0,1,0,2,1,0
2,2,344.48,1,0,0,0,1,0,0
12,2,229.38,0,1,0,0,1,1,0
11,0,29.99,1,0,0,0,2,0,0
8,1,167.69,0,1,0,1,2,0,0
4,0,81.57,0,1,1,0,1,1,1
2,4,595.8,1,0,1,1,2,0,1
9,0,29.99,0,1,1,0,1,1,0
4,2,203.99,1,1,1,1,2,1,0
2,3,419.7,0,1,1,1,0,0,0
1,3,367.69,1,0,0,0,1,1,0
2,2,343.18,1,0,0,1,0,0,0
5,4,536.22,1,0,1,1,1,1,0
1,0,29.99,0,1,1,1,1,0,0
10,1,190.99,1,0,1,1,1,0,0
10,0,73.9,0,1,0,1,1,1,0
10,0,50.25,1,0,1,0,1,0,0
10,1,183.7,1,0,0,1,2,1,0
7,2,248.8,0,1,1,1,1,0,0
9,2,316.55,0,1,1,0,0,0,0
2,0,34.08,1,0,0,1,2,0,0
6,0,79.52,1,0,2,1,2,1,0
11,0,29.99,1,0,1,1,1,1,0
1,2,289.0,1,1,2,0,1,0,0
10,0,61.09,0,1,0,0,1,0,0
12,0,57.12,0,1,1,1,2,1,0
4,3,406.63,1,0,1,0,0,0,0
11,1,140.07,0,1,1,0,2,0,0
2,0,98.81,0,1,0,0,1,0,0
9,2,240.43,0,1,2,1,1,0,0
4,1,115.03,0,1,0,1,1,0,0
9,4,680.18,0,1,1,1,0,1,1
2,3,368.65,1,0,1,0,0,0,0
1,2,332.69,1,1,1,0,0,0,0
10,3,407.24,0,1,1,0,2,1,0
2,0,71.42,0,1,0,1,1,0,0
3,1,169.27,1,0,1,0,2,1,0
9,1,147.81,1,0,0,0,2,0,0
11,0,29.99,1,0,0,0,2,0,0
6,1,165.28,1,0,0,0,1,0,0
2,3,484.84,1,0,0,0,0,0,0
10,3,363.06,1,0,0,0,2,0,0
9,0,34.21,0,1,2,0,2,0,0
1,5,983.29,0,1,1,1,1,0,0
2,3,431.04,0,1,0,0,0,1,1
2,0,33.54,0,1,1,1,1,0,0
10,0,39.5,0,1,0,1,1,1,0
9,5,781.14,1,0,1,1,2,0,0
5,3,408.01,0,1,1,0,1,1,1
11,2,211.1,1,0,0,0,1,1,0
8,0,29.99,1,0,1,1,1,0,0
6,3,444.47,0,1,0,0,2,0,0
2,2,320.26,1,0,1,0,1,0,0
2,1,167.53,0,1,1,0,2,0,0
3,0,81.35,1,0,1,0,1,0,0
4,4,690.82,1,1,0,1,1,0,0
6,0,29.99,0,1,1,0,1,0,0
4,4,598.2,0,1,2,1,2,1,0
9,0,29.99,1,0,0,1,1,1,0
7,3,460.36,0,1,1,1,2,0,0
3,3,455.21,1,0,1,1,1,1,0
2,2,285.4,0,1,1,0,2,0,0
11,0,29.99,0,1,0,0,1,1,0
5,0,71.48,1,0,1,0,2,0,0
4,2,271.8,0,1,1,0,1,0,0
2,1,194.03,0,1,1,0,1,0,0
10,1,125.23,1,0,1,0,2,0,0
2,0,51.97,0,1,0,0,2,0,0
12,1,143.71,1,0,0,0,1,0,1
4,1,146.71,1,0,0,0,1,1,0
3,4,652.09,0,1,2,1,1,0,0
4,2,220.7,1,1,1,0,2,0,0
7,0,54.56,1,0,1,0,2,1,1
6,2,329.43,0,1,0,0,2,0,0
1,0,29.99,0,1,0,0,1,1,0
7,2,271.22,1,0,0,0,2,1,0
10,0,66.77,1,0,0,1,2,0,0
2,0,72.34,0,1,0,0,1,1,0
4,3,375.26,1,0,0,1,0,0,0
4,2,231.26,1,1,1,1,1,0,0
9,0,29.99,1,0,0,0,1,1,0
9,2,339.27,0,1,0,0,2,0,0
12,0,48.31,1,0,1,1,1,0,0
1,3,354.88,1,1,1,0,2,0,0
7,3,353.9,0,1,0,0,1,1,0
8,0,29.99,0,1,0,0,1,0,0
8,1,152.06,1,0,1,0,1,0,0
1,2,200.57,0,1,1,1,1,0,0
9,0,97.0,1,0,1,1,2,1,1
4,0,29.99,0,1,0,1,2,1,0
7,4,525.08,1,0,2,1,0,0,0
10,2,287.49,0,1,2,1,1,0,0
8,0,53.07,0,1,0,0,2,1,0
10,0,35.59,0,1,1,0,2,0,0
1,0,49.72,0,1,1,0,2,0,0
10,4,723.28,1,1,1,1,2,0,0
2,0,29.99,0,1,1,0,1,0,0
2,1,113.05,1,0,1,0,2,1,0
8,3,393.49,0,1,1,0,1,1,0
7,0,29.99,0,1,0,1,1,0,0
8,3,445.93,1,0,2,1,1,0,0
2,0,84.44,0,1,0,0,2,0,0
3,0,39.88,0,1,0,1,1,0,0
9,0,38.38,1,0,1,0,1,0,0
7,2,335.92,0,1,1,1,1,1,0
3,1,144.37,0,1,1,0,2,1,1
10,2,231.47,1,0,1,0,2,1,1
2,1,127.46,1,0,0,1,2,1,0
4,2,343.46,1,1,2,0,1,0,0
7,0,29.99,1,0,0,1,1,1,0
2,2,232.58,1,0,1,0,2,0,0
4,0,57.32,0,1,0,1,1,1,0
1,2,313.89,1,0,1,1,2,0,0
2,0,73.28,1,0,1,1,2,0,0
6,1,172.53,1,0,2,1,1,0,0
6,4,638.06,1,1,2,1,0,0,0
10,0,98.63,0,1,0,1,2,0,0
1,1,165.84,0,1,1,0,2,0,0
8,5,767.74,1,1,1,1,0,1,0
10,0,93.25,1,0,1,1,2,0,1
9,1,133.63,0,1,2,1,2,0,0
1,5,754.44,0,1,0,1,1,0,0
8,0,29.99,0,1,0,0,2,0,0
11,2,281.74,1,0,0,0,2,1,0
1,0,67.68,0,1,1,1,1,1,0
3,1,159.1,1,0,1,0,2,0,0
10,3,455.51,1,1,1,0,1,0,1
11,0,73.87,1,0,1,0,1,0,0
10,0,46.92,0,1,1,0,1,0,0
10,0,29.99,1,0,1,0,2,0,1
6,1,124.63,0,1,1,0,1,0,0
10,5,795.01,1,0,0,1,1,0,0
10,1,133.06,1,0,1,1,1,0,0
9,4,561.0,1,1,0,1,1,0,0
1,2,216.13,0,1,0,0,1,1,0
1,3,450.96,1,0,1,0,1,1,0
1,1,144.43,1,0,1,1,1,1,0
9,0,87.92,1,0,1,1,2,0,0
9,3,377.75,1,1,1,0,0,1,0
1,3,355.89,0,1,1,1,1,1,0
5,0,51.21,1,0,1,1,1,1,0
2,3,499.1,0,1,1,1,0,0,0
3,1,142.63,0,1,0,1,1,0,0
3,0,29.99,1,0,2,1,1,1,0
11,0,29.99,1,0,1,0,2,0,1
6,0,29.99,0,1,1,1,1,1,0
11,0,34.43,1,0,1,0,2,0,0
11,0,51.34,0,1,1,0,2,1,0
10,4,527.67,1,0,1,1,1,1,0
10,1,144.43,0,1,0,1,1,0,0
4,2,265.8,0,1,0,1,1,0,0
9,0,29.99,0,1,2,0,1,0,0
5,2,254.72,0,1,0,0,2,0,0
12,4,558.46,0,1,0,1,1,0,0
3,3,487.78,0,1,0,0,1,1,0
10,2,265.77,1,0,0,0,2,0,0
1,4,604.08,1,1,2,1,0,1,0
11,2,286.51,1,0,1,0,2,1,1
6,1,105.47,0,1,0,0,1,0,1
10,0,40.52,0,1,1,0,2,1,0
10,1,154.92,0,1,1,1,1,1,0
7,1,137.3,1,0,0,0,2,0,0
11,0,83.74,0,1,0,0,2,1,0
9,0,58.56,1,0,0,0,1,0,0
1,0,29.99,0,1,1,0,1,0,1
6,3,401.75,0,1,2,1,0,0,0
9,3,391.88,1,0,0,0,0,0,1
6,0,70.9,0,1,0,0,1,0,0
6,3,444.83,1,1,2,0,2,0,0
5,0,29.99,1,0,1,0,2,1,0
10,1,179.91,0,1,1,0,2,1,0
9,0,57.46,1,0,1,0,1,1,0
7,2,327.06,0,1,0,1,0,0,0
6,0,75.52,0,1,2,1,2,1,0
11,1,112.1,0,1,2,0,1,0,1
8,1,190.13,0,1,0,1,2,0,0
9,4,669.17,1,0,0,1,2,0,0
2,1,181.15,0,1,0,0,2,1,0
2,2,348.52,1,0,1,0,0,0,0
10,0,42.77,0,1,0,0,2,1,0
1,4,576.93,1,1,0,1,1,0,0
4,0,29.99,1,0,0,0,2,1,0
10,0,78.01,1,0,1,1,1,1,0
5,3,376.53,0,1,0,1,2,1,0
5,1,125.32,0,1,1,0,2,0,0
10,3,474.19,0,1,1,0,1,1,0
2,2,325.41,1,0,0,0,2,0,0
2,4,730.13,1,0,2,1,0,0,0
11,3,353.53,0,1,1,0,0,0,0
10,0,44.34,1,0,1,0,2,0,0
7,0,29.99,0,1,1,1,1,1,0
4,3,481.23,0,1,1,0,2,1,1
1,3,426.39,1,0,0,0,0,0,0
4,2,287.23,1,0,1,0,1,0,0
4,4,689.31,1,1,0,1,0,0,0
5,5,766.46,1,1,2,1,0,0,1
5,4,538.72,1,0,0,1,1,1,0
10,0,84.87,1,0,2,0,1,0,0
11,0,29.99,0,1,2,0,2,0,0
1,3,463.17,1,1,1,0,1,1,1
4,1,127.84,0,1,0,1,1,0,0
1,3,393.69,1,0,0,0,0,0,0
1,1,126.2,1,0,1,0,1,0,0
3,0,29.99,1,0,0,1,2,0,0
10,1,149.57,0,1,2,0,2,0,0
3,1,193.7,0,1,0,0,2,0,0
1,0,46.09,1,0,0,1,1,1,0
12,3,448.19,0,1,1,0,2,0,0
3,1,165.31,1,0,2,0,2,0,1
5,5,826.64,0,1,2,1,0,1,0
3,1,172.8,1,0,1,1,2,1,0
9,3,390.16,0,1,2,0,2,0,0
10,2,233.65,0,1,0,0,2,0,0
3,4,644.24,0,1,2,1,1,1,0
6,2,271.0,1,1,2,0,1,0,1
3,0,32.17,1,0,1,1,1,1,0
8,0,66.67,1,0,1,1,2,1,0
1,3,397.63,0,1,1,0,2,1,0
7,2,220.25,0,1,0,0,2,1,0
6,3,355.77,0,1,1,1,2,0,0
1,3,451.53,1,1,2,1,2,1,1
6,3,356.96,1,0,1,0,1,0,1
4,4,510.36,1,0,2,1,2,0,0
9,1,102.11,0,1,0,1,1,0,0
8,1,170.53,0,1,2,0,1,0,0
11,2,331.8,0,1,1,0,1,0,0
1,2,217.45,0,1,0,1,2,0,0
10,4,604.72,1,1,0,1,0,0,0
2,4,542.47,0,1,0,1,2,0,0
10,0,54.23,1,0,0,0,1,1,0
1,0,78.92,0,1,0,1,2,1,0
9,1,126.44,1,0,0,0,2,1,1
8,1,160.6,1,0,1,0,2,0,0
4,1,117.74,1,0,1,0,1,0,1
4,0,29.99,0,1,0,0,1,1,1
4,6,1204.45,1,0,0,1,0,0,0
6,2,341.33,1,0,2,0,0,0,0
1,0,29.99,0,1,0,0,1,0,0
7,0,50.27,1,0,1,0,2,0,0
7,0,59.88,0,1,0,1,2,0,0
1,4,566.26,1,0,0,1,1,1,0
4,0,80.71,0,1,1,1,2,0,1
3,3,444.7,0,1,0,0,2,0,0
2,0,29.99,1,0,1,1,1,0,0
3,2,323.02,1,0,1,0,1,0,0
1,0,91.48,1,0,1,1,2,0,0
4,1,127.66,0,1,0,0,2,0,1
9,0,62.17,1,0,0,0,2,1,1
1,0,29.99,1,0,1,1,1,0,0
4,0,29.99,0,1,0,1,2,0,0
1,1,156.56,1,0,1,0,2,0,0
4,2,220.37,1,1,0,0,0,1,0
3,5,820.31,0,1,0,1,2,0,0
9,0,29.99,1,0,1,1,1,1,0
9,0,37.08,0,1,0,1,1,0,0
11,0,29.99,0,1,0,1,2,1,0
6,4,531.2,1,0,0,1,1,0,0
9,0,78.86,0,1,0,1,2,0,0
2,2,217.95,1,1,1,1,1,0,1
1,1,117.65,1,0,0,1,2,0,0
3,4,688.2,0,1,1,1,0,1,0
5,4,745.18,0,1,1,1,2,1,1
3,0,36.46,1,0,1,1,2,0,0
2,4,610.5,1,0,2,1,0,0,0
11,0,29.99,0,1,2,0,1,1,0
9,0,29.99,1,0,0,0,1,0,0
7,0,74.35,1,0,0,0,1,0,0
2,3,458.19,0,1,1,0,2,0,0
7,0,63.14,1,0,0,0,1,0,1
3,0,29.99,0,1,2,1,2,0,1
9,0,29.99,1,0,0,0,1,0,0
4,4,541.66,1,1,2,1,2,0,1
2,1,184.42,1,0,0,0,2,0,0
11,2,203.94,0,1,1,0,0,1,0
2,6,1000.15,0,1,1,1,0,1,0
1,0,98.15,1,0,0,1,2,1,0
6,0,49.81,1,0,0,1,2,1,0
9,0,30.25,1,0,0,1,2,0,0
9,0,81.02,1,0,0,0,1,0,0
6,0,41.33,0,1,1,0,2,1,1
4,2,281.42,0,1,0,1,2,0,0
3,4,511.51,0,1,0,1,1,1,0
2,0,68.61,0,1,1,1,1,1,0
8,0,46.13,1,0,0,0,1,0,1
4,0,75.67,1,0,1,0,2,0,0
2,3,470.44,0,1,1,0,1,0,0
2,0,41.68,1,0,0,1,2,0,0
9,3,437.82,0,1,2,0,2,0,0
10,2,241.84,1,0,0,0,1,0,0
10,0,29.99,0,1,1,1,1,0,0
8,4,696.95,1,0,1,1,0,0,0
6,1,159.06,0,1,0,0,1,0,0
6,2,320.66,0,1,1,1,1,0,0
10,1,133.63,1,0,0,0,1,1,0
4,0,29.99,0,1,0,1,2,1,0
1,0,94.37,0,1,0,1,1,0,0
12,1,187.56,1,0,0,0,1,0,0
10,0,29.99,0,1,1,1,1,0,0
9,0,29.99,1,0,2,0,1,1,1
6,0,29.99,0,1,1,0,2,1,1
2,0,73.17,0,1,1,0,1,1,1
1,1,196.34,1,0,1,1,1,0,1
1,6,1264.71,1,1,1,1,1,0,1
1,1,149.99,1,0,0,1,1,0,0
2,5,781.39,0,1,0,1,0,0,0
2,1,172.99,0,1,1,0,1,1,0
4,1,111.05,1,0,0,1,2,0,0
4,2,265.5,0,1,0,1,2,0,0
10,0,53.64,0,1,1,1,2,0,1
1,0,29.99,1,0,0,1,2,0,0
4,1,177.12,0,1,0,0,1,1,1
4,1,125.84,1,0,2,1,2,1,0
4,0,92.57,0,1,0,0,1,0,0
6,0,94.64,1,0,0,0,1,0,0
1,0,34.86,1,0,1,0,2,0,0
1,2,261.59,0,1,0,0,2,1,0
1,2,311.71,0,1,1,0,0,1,0
8,0,29.99,1,0,1,0,1,0,0
7,0,51.12,1,0,1,0,2,1,0
2,1,162.8,0,1,1,0,1,0,0
5,1,129.43,0,1,0,1,1,0,0
10,1,145.04,0,1,0,0,2,1,0
3,4,648.0,1,0,1,1,0,1,0
1,0,29.99,1,0,1,1,2,1,0
6,0,79.73,0,1,0,1,1,1,0
7,0,29.99,0,1,1,0,1,1,0
8,4,563.03,0,1,1,1,0,1,0
2,2,202.88,1,0,0,0,2,0,1
10,0,89.14,1,0,1,1,1,1,0
10,2,223.72,1,1,0,0,2,1,0
3,2,223.32,1,1,0,1,0,0,0
12,0,64.49,0,1,0,1,2,1,0
10,3,487.72,0,1,1,1,2,0,1
6,5,809.44,1,0,1,1,0,0,0
2,4,670.05,1,0,0,1,0,0,0
1,0,76.32,1,0,0,1,2,1,0
1,4,607.95,1,0,1,1,0,1,0
1,0,77.08,0,1,0,1,1,1,0
11,0,76.6,0,1,1,0,2,0,0
5,0,29.99,1,0,1,0,1,0,0
5,3,367.69,1,0,2,0,2,1,1
9,1,110.39,0,1,0,1,2,0,0
1,1,107.75,1,0,0,1,1,0,0
4,1,100.45,1,0,2,1,1,1,0
3,0,77.18,1,0,1,1,2,1,0
1,3,402.71,1,0,0,0,1,1,0
3,3,354.45,1,0,0,0,0,1,0
1,4,654.97,1,1,0,1,2,0,0
10,0,36.74,1,0,0,1,1,1,0
6,0,29.99,1,0,1,1,2,0,0
4,1,197.89,0,1,1,1,1,1,0
7,2,204.07,1,0,2,0,0,0,0
10,3,365.44,0,1,1,0,2,0,0
